idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf;gpt_response
24-15158;24_15158;;Fourniture et livraison de produits d'entretien;24-15158;JOUE;['91'];;Marchés européens;2024-02-08;2024-02-29;2024-02-29T11:00:00+00:00;CA Etampois Sud Essonne;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;ANNULATION;['278'];['278'];"[""Produits d'entretien""]";['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15158;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15158.pdf;FALSE
24-15189;24_15189;;Acquisition et installation d'équipements pour la blanchisserie du CHU de Nîmes;24-15189;JOUE;['30'];;Marchés européens;2024-02-08;2024-03-29;2024-03-29T11:00:00+00:00;Centre Hospitalier Universitaire de Nîmes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['37'];['37'];['Blanchisserie (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15189;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15189.pdf;FALSE
24-15266;24_15266;;Mise à disposition d'une solution de gestion électronique de documents (GED), avec prestations associées (hébergement, reprise de données, paramétrage, formation, assistance, maintenance, ...);24-15266;JOUE;['78'];;Marchés européens;2024-02-08;2024-06-26;2024-03-14T10:00:00+00:00;Tribunal administratif de Versailles;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['186'];['186'];['Logiciel'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15266;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15266.pdf;FALSE
24-15038;24_15038;;Location de matériel évènementiel et les prestations associées;24-15038;JOUE;['51'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T15:00:00+00:00;Tribunal administratif de Châlons-en-Champagne;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['473'];['473'];['Tente'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15038;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15038.pdf;FALSE
24-15047;24_15047;;Auscultation à grand rendement et caractérisation du réseau routier du Département du Loiret;24-15047;JOUE;['45'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T11:00:00+00:00;Conseil départemental du Loiret;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15047;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15047.pdf;FALSE
24-15111;24_15111;;ACHAT ET LIVRAISON DE VETEMENTS PROFESSIONNELS ET EQUIPEMENTS DE PROTECTION INDIVIDUELLE POUR LE GROUPEMENT DE COMMANDES VILLE DE CAHORS-COMMUNAUTE D'AGGLOMERATION DU GRAND CAHORS;24-15111;JOUE;['46'];;Marchés européens;2024-02-08;2024-03-12;2024-03-12T11:00:00+00:00;Ville de Cahors;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['115', '150', '274'];['115', '150', '274'];['Equipements spécialisés', 'Habillement', 'Prestations de services'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15111;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15111.pdf;FALSE
24-14819;24_14819;;Gestion de biens immobiliers pour le compte de l'Etablissement Public Foncier d'Occitanie;24-14819;JOUE;['11', '34'];;Marchés européens;2024-02-08;2024-03-12;2024-03-12T10:00:00+00:00;ETABLISSEMENT PUBLIC FONCIER D'OCCITANIE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14819;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14819.pdf;FALSE
24-14882;24_14882;;Nettoyage, mise en propreté et entretien des écoles maternelles, des écoles élémentaires et des centres de loisirs et/ou d'accueil de la Ville de Suresnes;24-14882;JOUE;['93', '75'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T10:00:00+00:00;MAIRIE DE SURESNES;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14882;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14882.pdf;FALSE
24-14961;24_14961;;FOURNITURE ET INSTALLATION DE MOBILIERS POUR LES CDI-MEDIATHEQUES DE JOUY-LE-CHATEL ET DE VILLIERS-SAINT-GEORGES;24-14961;JOUE;['77'];;Marchés européens;2024-02-08;2024-04-13;2024-03-08T10:00:00+00:00;DEPARTEMENT DE LA SEINE-ET-MARNE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['230'];['230'];['Mobilier'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14961;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14961.pdf;FALSE
24-14921;24_14921;;Formations linguistiques en langue française;24-14921;JOUE;['95', '91', '92', '93', '94', '75', '78'];;Marchés européens;2024-02-08;2024-03-12;2024-02-27T10:00:00+00:00;Mairie de Garges-lès-Gonesse;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['410'];['410'];['Formation'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14921;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14921.pdf;FALSE
24-14931;24_14931;;DÉPLOIEMENT, GESTION ET MAINTENANCE D'UN SYSTÈME DE RELÈVE À DISTANCE AVEC LE RENOUVELLEMENT/EQUIPEMENT DES COMPTEURS D'EAU POTABLE;24-14931;JOUE;['63'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T10:00:00+00:00;SME DE LA REGION D'ISSOIRE;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['440'];['440'];"[""Compteur d'eau""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14931;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14931.pdf;FALSE
24-15045;24_15045;;Prestations de nettoyage des locaux des divers sites de l'OTMPM;24-15045;JOUE;['83'];;Marchés européens;2024-02-08;2024-03-15;2024-03-15T11:00:00+00:00;Office de Tourisme Métropolitain Tourisme Méditerranée;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15045;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15045.pdf;FALSE
24-15124;24_15124;;22M0429DC-Prestations de service avec objectifs de performance portant sur le déploiement et la gestion de nouvelles modalités de gestion des résidus de jardin sur le territoire de Toulouse Métropole;24-15124;JOUE;['31'];;Marchés européens;2024-02-08;2024-05-06;;Toulouse Métropole;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['404'];['404'];['Déchets non ménagers (prestations)'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15124;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15124.pdf;FALSE
24-15157;24_15157;;Fourniture d'uniformes et de matériel pour la Police Municipale et d'uniformes pour les ASVP et la Brigade Environnement;24-15157;JOUE;['30'];;Marchés européens;2024-02-08;2024-03-08;;Tribunal administratif de Nîmes;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['150'];['150'];['Habillement'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15157;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15157.pdf;FALSE
24-15278;24_15278;;Fourniture et distribution d'effets d'habillement, d'accessoires et d'équipements individuels destinés aux personnels de la Gendarmerie Nationale, de la Police Nationale;24-15278;JOUE;['75'];;Marchés européens;2024-02-08;2024-03-15;;GROUPEMENT MARCK ET BALSAN;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['150'];['150'];['Habillement'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15278;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15278.pdf;FALSE
24-14925;24_14925;;concours restreint de maitrise d'oeuvre  pour la construction d'une crèche de 60 berceaux, à Morigny-Champigny.;24-14925;JOUE;['91'];;Marchés européens;2024-02-08;2024-05-01;;CA Etampois Sud Essonne;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;CONCOURS;Avis de marché;Concours;appeloffre/concours;Avis de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14925;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14925.pdf;FALSE
24-15014;24_15014;;Fourniture de vêtements de travail;24-15014;JOUE;['67'];;Marchés européens;2024-02-08;2024-04-07;;PRO EQUIPEMENTS - AES;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['150'];['150'];['Habillement'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15014;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15014.pdf;FALSE
24-15043;24_15043;;Le présent accord cadre a pour objet la fourniture et la livraison des pièces détachées neuves pour les véhicules de la RTA.;24-15043;JOUE;['02'];;Marchés européens;2024-02-08;2024-02-22;;Régie des Transports de l'Aisne;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['266'];['266'];['Pièces détachées'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15043;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15043.pdf;FALSE
24-15066;24_15066;;Souscription du contrat dommages aux biens du groupement de commandes constitué entre la Commune et le CCAS de PAVILLY;24-15066;JOUE;['76'];;Marchés européens;2024-02-08;2024-03-05;;Mairie de Pavilly;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15066;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15066.pdf;FALSE
24-15092;24_15092;;Les prestations porteront sur une assistance juridique, technique et financière dans le cadre de l'exécution du contrat de concession de service public de transport urbain.;24-15092;JOUE;['974'];;Marchés européens;2024-02-08;2024-03-25;;CIVIS;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['434'];['434'];['Assistance juridique'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15092;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15092.pdf;FALSE
24-15125;24_15125;;Conseils, élaboration et réalisation de plans médias, négociations, réservations, achats d'espaces publicitaires et hors média;24-15125;JOUE;['62'];;Marchés européens;2024-02-08;2024-05-06;;Conseil Départemental du Pas-de-Calais;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['285'];['285'];['Publicité, Communication'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15125;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15125.pdf;FALSE
24-15126;24_15126;;RD 1 - RD 1215 Déviation de St Aubin Le Taillan - Travaux d'aménagements d'un carrefour giratoire entre la RD1 et la RD1215e1 et création d'une aire de covoiturage Réf.2215;24-15126;JOUE;['33'];;Marchés européens;2024-02-08;2024-05-06;;Conseil Départemental de la Gironde;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['365'];['365'];['Voirie'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15126;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15126.pdf;FALSE
24-15212;24_15212;;Travaux de réhabilitation du bâtiment situé au 24, rue d'Anjou à Saint-Nazaire;24-15212;JOUE;['44'];;Marchés européens;2024-02-08;2024-05-06;;VILLE DE SAINT NAZAIRE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['33', '345'];['33', '345'];"['Bâtiment', ""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15212;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15212.pdf;FALSE
24-15244;24_15244;;Conception graphique des supports de communication de la ville des Pavillons-sous-Bois et du CCAS;24-15244;JOUE;['93', '75'];;Marchés européens;2024-02-08;2024-05-07;;Tribunal administratif de Montreuil;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['285'];['285'];['Publicité, Communication'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15244;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15244.pdf;FALSE
24-15634;24_15634;;Prestations de surveillance et de contrôle des accès de sites militaires relevant du cercle de la base de défense de Toulon (CBdDT) dans le Var (83);24-15634;FNS;['83'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-04-02;2024-04-01T16:00:00+00:00;Cercle de la Base de Défense de Toulon;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['331'];['331'];['Surveillance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15634;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15634.pdf;FALSE
24-14915;24_14915;;Réalisation de missions d'audit interne et externe et de conseil en gestion;24-14915;JOUE;['37'];;Marchés européens;2024-02-08;2024-05-05;;Conseil départemental d'Indre et Loire;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['21'];['21'];['Audit'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14915;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14915.pdf;FALSE
24-14952;24_14952;;FOURNITURE ET LIVRAISON DE CARBURANT POUR LES BESOINS DES VEHICULES DU PARC DE LA COMMUNAUTE DE COMMUNES  SUD ROUSSILLON;24-14952;JOUE;['66'];;Marchés européens;2024-02-08;2024-05-05;;COMMUNAUTE DE COMMUNES SUD ROUSSILLON;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['52'];['52'];['Carburant, hydrocarbure'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14952;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14952.pdf;FALSE
24-14983;24_14983;;"Mission de gestion et d'exploitation du parc archéologique de Chassenon ""Cassinomagus"" situé dans le département de la Charente";24-14983;JOUE;['16'];;Marchés européens;2024-02-08;2024-05-06;;Conseil Départemental de la Charente;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14983;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14983.pdf;FALSE
24-15678;24_15678;;Le présent marché alloti (2 lots) a pour objet la fourniture d'équipements ergonomiques pour le compte de la Haute Autorité de santé.;24-15678;FNS;['93'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-31;2024-03-01T12:00:00+00:00;Haute Autorité de santé 5 avenue du Stade de France 93218 St denis la plaine;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['162', '230'];['162', '230'];['Informatique (matériel)', 'Mobilier'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15678;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15678.pdf;FALSE
24-15679;24_15679;;Travaux de requalification des abords des Halles;24-15679;FNS;['30'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;2024-03-11T12:00:00+00:00;Ville de Nîmes (30);;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['365'];['365'];['Voirie'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15679;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15679.pdf;FALSE
24-15706;24_15706;;MP 24030 - Création, la réalisation, la mise à jour et la mise en place des plans de sécurité incendie dans les divers bâtiments communaux;24-15706;FNS;['56'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-04;2024-03-04T12:00:00+00:00;MAIRIE;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['332'];['332'];['Sécurité incendie'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15706;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15706.pdf;FALSE
24-15723;24_15723;;Prestations D'Impressions Numeriques Et De Reprographie;24-15723;FNS;['83'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;;Esterel Cote d'azur agglomération;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;['environnementaux'];;;RECTIFICATIF;['160', '305'];['160', '305'];['Impression', 'Reprographie'];['SERVICES'];['Services'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15723;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15723.pdf;FALSE
24-15778;24_15778;;Travaux de modernisation et d'extension du dispositif de vidéoprotection de la ville de Courseulles sur Mer.;24-15778;FNS;['14'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-19;2024-03-19T12:00:00+00:00;Commune de Courseulles sur Mer;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['362'];['362'];['Vidéo, cinéma'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15778;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15778.pdf;FALSE
24-15780;24_15780;;Curage de fossés et dérasement d'accotements (2024-2027) - Maine-et-Loire;24-15780;FNS;['49'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T12:00:00+00:00;Département de Maine-et-Loire;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['78', '365', '366'];['78', '365', '366'];['Curage', 'Voirie', 'Voirie et réseaux divers'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15780;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15780.pdf;FALSE
24-15795;24_15795;;Création, conception et impression du journal communautaire pour 6 numéros;24-15795;MAPA;['17'];;Marchés <90 k€ (MAPA);2024-02-08;2024-03-04;2024-03-04T16:00:00+00:00;Communauté de Communes Aunis Sud;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['160', '285'];['160', '285'];['Impression', 'Publicité, Communication'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15795;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15795.pdf;FALSE
24-15800;24_15800;;Réalisation D'Une Cantine Scolaire A Destination De L'école Primaire Et Maternelle - Les Petits Montagnards (Marché relancé);24-15800;FNS;['73'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T16:00:00+00:00;Commune de Peisey-Nancroix;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['33', '345'];['33', '345'];"['Bâtiment', ""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15800;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15800.pdf;FALSE
24-15815;24_15815;;Rehabilitation Du Stade Nautique De Gien;24-15815;FNS;['45'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-05-07;;Communauté des Communes Giennoises;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['57', '63', '74', '169'];['57', '63', '74', '169'];['Charpente', 'Cloison, faux plafond', 'Couverture', 'Isolation'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15815;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15815.pdf;FALSE
24-15916;24_15916;;Prestations de nettoyage d'une partie des bâtiments communaux de la Ville d'Etaples-sur-mer;24-15916;FNS;['62', '59', '80'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;2024-03-11T11:00:00+00:00;Ville d'Etaples-sur-mer;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274', '363', '239'];['274', '363', '239'];['Prestations de services', 'Vitrerie', 'Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15916;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15916.pdf;FALSE
24-15934;24_15934;;Prestation de sécurité humaine pour la mairie des 1er et 7e arrondissements.;24-15934;FNS;['13'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-01;2024-03-01T16:00:00+00:00;Culture;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['138'];['138'];['Gardiennage'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15934;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15934.pdf;FALSE
24-15964;24_15964;;Accord-cadre à bons de commande pour la réalisation de travaux de carrelage dans les établissements sportifs de Saint-Louis Agglomération;24-15964;FNS;['68'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-01;2024-03-01T12:00:00+00:00;Saint-Louis Agglomération;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['53'];['53'];['Carrelage'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15964;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15964.pdf;FALSE
24-15975;24_15975;;Externalisation du Centre d'Appels du Syndicat de Gestion de l'Eau et de l'Assainissement de la Guadeloupe;24-15975;FNS;['971'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-09;2024-03-11T12:00:00+00:00;Syndicat Mixte de Gestion de l'Eau et de l'Assainissement de la Guadeloupe (971);;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['339', '453'];['339', '453'];['Matériel de téléphonie', 'Informatique (assistance)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15975;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15975.pdf;FALSE
