idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf
24-15298;24_15298;;Réalisation de déménagements pour les besoins de la CARSAT Centre Ouest;24-15298;FNS;['87', '16', '17', '79', '86'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-03-18;2024-03-18T12:00:00+00:00;CARSAT Centre Ouest;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['86'];['86'];['Déménagement'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15298;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15298.pdf
24-15144;24_15144;;Prestations de services géomètre à Avion (62210);24-15144;FNS;['62'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-02-28;2024-02-28T12:00:00+00:00;MAIRIE D'AVION;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['455'];['455'];['Ingénierie'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15144;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15144.pdf
24-15145;24_15145;;Location d'un véhicule répandeur gravillonneur synchrone avec chauffeur;24-15145;FNS;['59'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-04-07;2024-02-28T11:30:00+00:00;Communauté de Communes des Hauts de Flandre;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['474'];['474'];['Véhicules (location)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15145;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15145.pdf
24-15375;24_15375;;La fourniture de certificats de signature électronique pour transmission au contrôle de légalité en préfecture ou dans le cadre des procédures de marché.;24-15375;MAPA;['06'];;Marchés <90 k€ (MAPA);2024-02-07;2024-02-29;2024-02-29T14:00:00+00:00;Métropole Nice Cote d'Azur;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['68', '97', '162', '204'];['68', '97', '162', '204'];['Consommables informatiques', 'Dématérialisation', 'Informatique (matériel)', 'Matériel électronique'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15375;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15375.pdf
24-15229;24_15229;;Suivi archéologique des travaux sur l'ensemble du tracé du projet Inspire;24-15229;FNS;['63'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-03-05;2024-03-05T12:00:00+00:00;Smtc Agglomeration Clermontoise;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['341'];['341'];['Terrassement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15229;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15229.pdf
24-15248;24_15248;;Travaux de VRD (lot 1), éclairage slt (lot 2), espaces verts (lot 3) correspondant à la réalisation de l'aménagement au sein de la Zac de l'Horloge à Romainville;24-15248;FNS;['93'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-03-06;2024-03-06T12:00:00+00:00;Sequano Aménagement;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['366', '102', '116'];['366', '102', '116'];['Voirie et réseaux divers', 'Eclairage public', 'Espaces verts'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15248;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15248.pdf
24-15242;24_15242;;Accord-Cadre Fourniture de compteurs d'eau - 2023-2026;24-15242;JOUE;['57'];;Marchés européens;2024-02-07;2024-02-19;;SEAFF;;DIRECTIVE-25;;;Procédure NC;/;EX_ANTE_VOLONTAIRE;;Avis en cas de transparence ex ante volontaire;;ex_ante_volontaire/;Avis en cas de transparence ex ante volontaire/;;;;INITIAL;['440'];['440'];"[""Compteur d'eau""]";['FOURNITURES'];['Fournitures'];['', '7'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15242;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15242.pdf
24-15175;24_15175;;Prestations de nettoyage des locaux du siège et des agences du Crédit Municipal de Bordeaux;24-15175;FNS;['33', '89', '90', '25', '21', '87', '86', '58'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-03-04;2024-03-04T13:00:00+00:00;CREDIT MUNICIPAL DE BORDEAUX;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15175;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15175.pdf
24-15220;24_15220;;Fourniture d'électricité;24-15220;FNS;['04'];;Marchés entre 90 k€ et seuils européens;2024-02-07;2024-03-04;2024-03-04T09:00:00+00:00;Centre d'Accueil Spécialisé 04300 Forcalquier;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['443'];['443'];['Electricité, gaz (fourniture)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15220;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15220.pdf
24-14291;24_14291;;Fourniture de produits laitiers, avicoles et pâtes fraîches pour les besoins des services du Département du Var - (2 lots);24-14291;JOUE;['83'];;Marchés européens;2024-02-07;2024-03-08;2024-03-08T15:00:00+00:00;CONSEIL DEPARTEMENTAL DU VAR;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['88'];['88'];['Denrées alimentaires'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14291;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14291.pdf
24-14684;24_14684;;MARCHÉ DE DÉTECTION ET DE PROTECTION INCENDIE DU SYDEME - SITE MÉTHAVALOR;24-14684;JOUE;['57', '08', '54', '55', '67', '68', '88'];;Marchés européens;2024-02-07;2024-05-06;2024-03-18T10:00:00+00:00;SYDEME;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['332'];['332'];['Sécurité incendie'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14684;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14684.pdf
24-14761;24_14761;;Acquisition et déploiement sur le massif forestier de la Sologne d'un dispositif de détection, de localisation et de suivi des incendies (DDLSI);24-14761;JOUE;['41'];;Marchés européens;2024-02-07;2024-03-11;2024-03-11T11:00:00+00:00;Service Départemental d'Incendie et de Secours de Loir-et-Cher;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['90'];['90'];['Détection incendie'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14761;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14761.pdf
24-14782;24_14782;;Fourniture de gaz médicinaux pour le SDIS 35;24-14782;JOUE;['35'];;Marchés européens;2024-02-07;2024-03-11;2024-03-11T15:00:00+00:00;SDIS d'Ille-et-Vilaine;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['140'];['140'];['Gaz médicaux'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14782;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14782.pdf
24-14521;24_14521;;MISSION DE MAITRISE D'OEUVRE POUR LA REHABILITATION DU GYMNASE AUDIARD A DOURDAN (91);24-14521;JOUE;['91', '92', '78'];;Marchés européens;2024-02-07;2024-04-07;;SPL DES TERRITOIRES DE L'ESSONNE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14521;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14521.pdf
24-14522;24_14522;;Marché de maîtrise d'oeuvre pour l'immeuble SPALLIS;24-14522;JOUE;['75', '93'];;Marchés européens;2024-02-07;2024-03-05;2024-03-04T10:00:00+00:00;Agence de Gestion de l'Immobilier de l'Etat (AGILE);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14522;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14522.pdf
24-14598;24_14598;;Service de fourniture de titres-restaurant dématérialisés sur carte;24-14598;JOUE;['80'];;Marchés européens;2024-02-07;2024-03-10;2024-03-11T08:00:00+00:00;Ets Public Securité ferroviaire;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['416'];['416'];['Titres restaurant'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14598;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14598.pdf
24-14682;24_14682;;23MOE12 Prestations de maitrise d'oeuvre et missions complémentaires pour l'aménagement de la 4ème anse - le Mourillon a Toulon;24-14682;JOUE;['83'];;Marchés européens;2024-02-07;2024-03-12;2024-03-12T15:00:00+00:00;Metropole Toulon-Provence-Mediterranee;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118', '197'];['118', '197'];"['Etude', ""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14682;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14682.pdf
24-14687;24_14687;;PRESTATIONS DE BIO NETTOYAGE DES LOCAUX CHU DE RENNES;24-14687;JOUE;['35'];;Marchés européens;2024-02-07;2024-03-31;2024-03-15T10:00:00+00:00;CHU DE RENNES;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14687;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14687.pdf
24-14696;24_14696;;Réalisation de prestations de service à caractère environnemental (études et prestations de dépollution) sur un ensemble d'établissements du SEO en activité ou en arrêt d'exploitation situés en France;24-14696;JOUE;['54'];;Marchés européens;2024-02-07;2024-05-31;2024-02-20T14:00:00+00:00;CSTA - Centre de soutien technique et administratif;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14696;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14696.pdf
24-14473;24_14473;;Fourniture carburants et l'accès à certains services aux moyens de cartes magnétiques accréditives et services associés;24-14473;JOUE;['91'];;Marchés européens;2024-02-07;2024-03-07;2024-03-07T16:00:00+00:00;Mairie de Yerres;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['52', '403'];['52', '403'];['Carburant, hydrocarbure', 'Carte magnétique, carte à puce'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14473;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14473.pdf
24-14534;24_14534;;Fourniture de produits pétroliers raffinés liquides;24-14534;JOUE;['04'];;Marchés européens;2024-02-07;2024-04-02;2024-04-01T15:00:00+00:00;Sisteron;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['52'];['52'];['Carburant, hydrocarbure'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14534;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14534.pdf
24-14535;24_14535;;Prestation de nettoyage des locaux de Lille Grand Palais et du Zénith de Lille;24-14535;JOUE;['59', '62'];;Marchés européens;2024-02-07;2024-04-15;2024-04-15T10:00:00+00:00;LILLE GRAND PALAIS;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14535;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14535.pdf
24-14556;24_14556;;Relance du lot 4, gestion des sous-produits de dégrillage de l'ensemble des ouvrages et des sables issus des prétraitements des STEP (inférieur à 15 000 équivalent habitants) suite à une procédure déc;24-14556;JOUE;['59'];;Marchés européens;2024-02-07;2024-03-08;2024-03-08T10:00:00+00:00;Tribunal administratif de lille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['78'];['78'];['Curage'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14556;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14556.pdf
24-14607;24_14607;;Marché d'exploitation des installations énergétiques des établissements publics locaux d'enseignement de la Région Nouvelle-Aquitaine;24-14607;JOUE;['17', '79', '86'];;Marchés européens;2024-02-07;2024-04-30;2024-04-26T10:00:00+00:00;Région Nouvelle-Aquitaine;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['59'];['59'];['Chauffage (exploitation, entretien)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14607;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14607.pdf
24-14625;24_14625;;Accords-cadres à marchés subséquents relatifs aux travaux d'infrastructure de voirie intégrant la gestion des eaux pluviales, à Paris;24-14625;JOUE;['75'];;Marchés européens;2024-02-07;2024-03-12;2024-03-12T10:00:00+00:00;Tribunal Administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['365'];['365'];['Voirie'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14625;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14625.pdf
24-14184;24_14184;;Souscription d'un contrat d'assurances Dommages-ouvrage et risques annexes pour la construction du lycée d'Auterive (Opération n° 50261);24-14184;JOUE;['31'];;Marchés européens;2024-02-07;2024-03-12;2024-03-12T11:00:00+00:00;SPL ARAC OCCITANIE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14184;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14184.pdf
24-14218;24_14218;;Fourniture de matériels et logiciels à la plateforme CAPLAB;24-14218;JOUE;['75'];;Marchés européens;2024-02-07;2024-05-05;;ENSAM;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['162'];['162'];['Informatique (matériel)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14218;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14218.pdf
24-14300;24_14300;;Entretien, réparation des véhicules légers de la flotte automobile de la Région Normandie et prestations annexes pour les secteurs de Caen et Rouen;24-14300;JOUE;['14', '27', '50', '61', '76'];;Marchés européens;2024-02-07;2024-03-07;2024-03-07T15:00:00+00:00;Région Normandie;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;RECTIFICATIF;['221'];['221'];['Mécanique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14300;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14300.pdf
24-14319;24_14319;;Affaire 23V042 - Réalisation de diagnostics voirie et bâtiments, de diagnostics structurels et d'études géotechniques sur bâtiment pour la Ville de Chartres, Chartres Métropole et le CCAS.;24-14319;JOUE;['28'];;Marchés européens;2024-02-07;2024-03-03;2024-02-16T14:00:00+00:00;Ville de Chartres (28);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['118', '455', '431'];['118', '455', '431'];['Etude', 'Ingénierie', 'Amiante (diagnostic)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14319;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14319.pdf
24-14369;24_14369;;Fourniture de sacs en plastiques pour la collecte des déchets;24-14369;JOUE;['57'];;Marchés européens;2024-02-07;2024-03-06;2024-03-06T11:00:00+00:00;CA Portes de France - Thionville;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['268', '318'];['268', '318'];['Plastique', 'Sacs'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14369;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14369.pdf
24-14137;24_14137;;Conception et production graphiques de supports de communication;24-14137;JOUE;['92', '75'];;Marchés européens;2024-02-07;2024-03-22;2024-03-19T09:00:00+00:00;Tribunal administratif de Cergy Pontoise;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['285', '274'];['285', '274'];['Publicité, Communication', 'Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14137;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14137.pdf
24-14177;24_14177;;LUTTE CONTRE LES ORGANISMES POUVANT CAUSER DES NUISANCES - ANNEES 2024 à 2027;24-14177;JOUE;['33'];;Marchés européens;2024-02-07;2024-03-11;2024-03-04T14:00:00+00:00;Commune de Talence;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['89'];['89'];['Dératisation, désinsectisation'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14177;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14177.pdf
24-14741;24_14741;;Contrat de maîtrise d'oeuvre pour la réalisation d'un centre de soins de la faune sauvage;24-14741;JOUE;['34'];;Marchés européens;2024-02-07;2024-04-08;2024-03-08T15:00:00+00:00;Société d’Aménagement de Montpellier Méditerranée Métropole (SA3M) agissant au nom et pour le compte de la Ville de Montpellier.;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;CONCOURS;Avis de marché;Concours;appeloffre/concours;Avis de marché/Concours;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14741;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14741.pdf
24-14778;24_14778;;ACQUISITION DE DEUX VEHICULES DE COLLECTE DES ORDURES MENAGERES TYPE BI-FLUX (2023);24-14778;JOUE;['36'];;Marchés européens;2024-02-07;2024-05-05;;COMMUNAUTE DE COMMUNES EGUZON ARGENTON VALLEE DE LA CREUSE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['34'];['34'];['Benne'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14778;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14778.pdf
24-14329;24_14329;;Marché de services d'insertion professionnelle auprès des licenciés économiques, futurs licenciés économiques et autres bénéficiaires du contrat de sécurisation professionnelle;24-14329;JOUE;['75'];;Marchés européens;2024-02-07;2024-03-21;2024-03-20T10:00:00+00:00;France Travail;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14329;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14329.pdf
24-14418;24_14418;;Réalisation de diagnostics de non-décence des logements pour la Caisse d'allocations familiales de Loire-Atlantique;24-14418;JOUE;['44'];;Marchés européens;2024-02-07;2024-03-04;;Caisse d'allocations familiales de Loire-Atlantique;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14418;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14418.pdf
24-14566;24_14566;;Prestations traiteur de type cocktail dinatoire et animations dans le cadre de la soirée du personnel de la Ville de Puteaux;24-14566;JOUE;['92'];;Marchés européens;2024-02-07;2024-03-06;;Mairie de Puteaux;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['304'];['304'];['Repas, traiteur'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14566;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14566.pdf
24-14629;24_14629;;MARCHE DE TRAVAUX DE RESIDENTIALISATION DE LA CITE SQUARE FABIEN A SAINT-DENIS;24-14629;JOUE;['93'];;Marchés européens;2024-02-07;2024-02-27;;OPH Plaine Commune Habitat;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['116', '321', '117', '105', '366'];['116', '321', '117', '105', '366'];['Espaces verts', 'Serrurerie', 'Etanchéité', 'Electricité (travaux)', 'Voirie et réseaux divers'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14629;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14629.pdf
24-14112;24_14112;;Traitement ponctuel de secours en centre de compostage normé des boues des UDEP du SILA;24-14112;JOUE;['74'];;Marchés européens;2024-02-07;2024-05-04;;Syndicat Mixte du Lac d'Annecy;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['18', '274'];['18', '274'];['Assainissement', 'Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14112;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14112.pdf
24-14206;24_14206;;Prestations de nettoyage et de désinfection des locaux - Groupement Ville de Caen et CCAS de Caen;24-14206;JOUE;['14', '27', '50', '61', '76'];;Marchés européens;2024-02-07;2024-03-11;2024-03-11T11:00:00+00:00;Communauté Urbaine Caen La Mer;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;RECTIFICATIF;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14206;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14206.pdf
24-14248;24_14248;;Travaux d'entretien de chaussées et ouvrages divers sur les routes départementales et pistes cyclables de la Collectivité européenne d'Alsace;24-14248;JOUE;['67', '68'];;Marchés européens;2024-02-07;2024-04-04;;Collectivité européenne d'Alsace;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['283'];['283'];['Progiciel'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14248;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14248.pdf
